bin,different,total,language_id,speaker_id,group_id,n_observed_chips,n_missing_chips,n_valid_pairs,distance,language_K
1,169,442,31,21,31:21,330,0,54285,8.381682378904499,5
2,391,1110,31,21,31:21,330,0,54285,13.969470631507498,5
3,538,1401,31,21,31:21,330,0,54285,19.557258884110496,5
4,662,1712,31,21,31:21,330,0,54285,25.145047136713494,5
5,807,1864,31,21,31:21,330,0,54285,30.73283538931649,5
6,1121,2492,31,21,31:21,330,0,54285,36.3206236419195,5
7,1261,2902,31,21,31:21,330,0,54285,41.90841189452249,5
8,1435,3134,31,21,31:21,330,0,54285,47.49620014712549,5
9,1729,3768,31,21,31:21,330,0,54285,53.08398839972848,5
10,1972,4162,31,21,31:21,330,0,54285,58.67177665233149,5
11,2393,4991,31,21,31:21,330,0,54285,64.25956490493448,5
12,2523,5174,31,21,31:21,330,0,54285,69.84735315753748,5
13,2390,4955,31,21,31:21,330,0,54285,75.43514141014049,5
14,1627,3638,31,21,31:21,330,0,54285,81.02292966274348,5
15,1342,2971,31,21,31:21,330,0,54285,86.61071791534647,5
16,1197,2406,31,21,31:21,330,0,54285,92.19850616794949,5
17,887,1885,31,21,31:21,330,0,54285,97.78629442055248,5
18,738,1521,31,21,31:21,330,0,54285,103.37408267315547,5
19,492,1106,31,21,31:21,330,0,54285,108.96187092575848,5
20,484,933,31,21,31:21,330,0,54285,114.54965917836148,5
21,240,555,31,21,31:21,330,0,54285,120.13744743096447,5
22,191,395,31,21,31:21,330,0,54285,125.72523568356746,5
23,90,227,31,21,31:21,330,0,54285,131.31302393617045,5
24,64,148,31,21,31:21,330,0,54285,136.90081218877347,5
25,59,92,31,21,31:21,330,0,54285,142.48860044137646,5
26,24,36,31,21,31:21,330,0,54285,148.07638869397948,5
27,17,20,31,21,31:21,330,0,54285,153.66417694658247,5
28,8,8,31,21,31:21,330,0,54285,159.25196519918546,5
29,4,4,31,21,31:21,330,0,54285,164.83975345178845,5
0,73,233,31,22,31:22,330,0,54285,2.7938941263014994,5
1,199,442,31,22,31:22,330,0,54285,8.381682378904499,5
2,474,1110,31,22,31:22,330,0,54285,13.969470631507498,5
3,614,1401,31,22,31:22,330,0,54285,19.557258884110496,5
4,829,1712,31,22,31:22,330,0,54285,25.145047136713494,5
5,954,1864,31,22,31:22,330,0,54285,30.73283538931649,5
6,1360,2492,31,22,31:22,330,0,54285,36.3206236419195,5
7,1600,2902,31,22,31:22,330,0,54285,41.90841189452249,5
8,1922,3134,31,22,31:22,330,0,54285,47.49620014712549,5
9,2300,3768,31,22,31:22,330,0,54285,53.08398839972848,5
10,2584,4162,31,22,31:22,330,0,54285,58.67177665233149,5
11,2983,4991,31,22,31:22,330,0,54285,64.25956490493448,5
12,3339,5174,31,22,31:22,330,0,54285,69.84735315753748,5
13,3430,4955,31,22,31:22,330,0,54285,75.43514141014049,5
14,2682,3638,31,22,31:22,330,0,54285,81.02292966274348,5
15,2235,2971,31,22,31:22,330,0,54285,86.61071791534647,5
16,1900,2406,31,22,31:22,330,0,54285,92.19850616794949,5
17,1514,1885,31,22,31:22,330,0,54285,97.78629442055248,5
18,1271,1521,31,22,31:22,330,0,54285,103.37408267315547,5
19,932,1106,31,22,31:22,330,0,54285,108.96187092575848,5
20,816,933,31,22,31:22,330,0,54285,114.54965917836148,5
21,485,555,31,22,31:22,330,0,54285,120.13744743096447,5
22,350,395,31,22,31:22,330,0,54285,125.72523568356746,5
23,209,227,31,22,31:22,330,0,54285,131.31302393617045,5
24,136,148,31,22,31:22,330,0,54285,136.90081218877347,5
25,91,92,31,22,31:22,330,0,54285,142.48860044137646,5
26,36,36,31,22,31:22,330,0,54285,148.07638869397948,5
27,20,20,31,22,31:22,330,0,54285,153.66417694658247,5
28,8,8,31,22,31:22,330,0,54285,159.25196519918546,5
29,4,4,31,22,31:22,330,0,54285,164.83975345178845,5
0,67,233,31,23,31:23,330,0,54285,2.7938941263014994,5
1,195,442,31,23,31:23,330,0,54285,8.381682378904499,5
2,420,1110,31,23,31:23,330,0,54285,13.969470631507498,5
3,556,1401,31,23,31:23,330,0,54285,19.557258884110496,5
4,665,1712,31,23,31:23,330,0,54285,25.145047136713494,5
5,758,1864,31,23,31:23,330,0,54285,30.73283538931649,5
6,1076,2492,31,23,31:23,330,0,54285,36.3206236419195,5
7,1173,2902,31,23,31:23,330,0,54285,41.90841189452249,5
8,1447,3134,31,23,31:23,330,0,54285,47.49620014712549,5
9,1746,3768,31,23,31:23,330,0,54285,53.08398839972848,5
10,1818,4162,31,23,31:23,330,0,54285,58.67177665233149,5
11,2218,4991,31,23,31:23,330,0,54285,64.25956490493448,5
12,2530,5174,31,23,31:23,330,0,54285,69.84735315753748,5
13,2630,4955,31,23,31:23,330,0,54285,75.43514141014049,5
14,2101,3638,31,23,31:23,330,0,54285,81.02292966274348,5
15,1795,2971,31,23,31:23,330,0,54285,86.61071791534647,5
16,1513,2406,31,23,31:23,330,0,54285,92.19850616794949,5
17,1263,1885,31,23,31:23,330,0,54285,97.78629442055248,5
18,1086,1521,31,23,31:23,330,0,54285,103.37408267315547,5
19,801,1106,31,23,31:23,330,0,54285,108.96187092575848,5
20,733,933,31,23,31:23,330,0,54285,114.54965917836148,5
21,418,555,31,23,31:23,330,0,54285,120.13744743096447,5
22,294,395,31,23,31:23,330,0,54285,125.72523568356746,5
23,181,227,31,23,31:23,330,0,54285,131.31302393617045,5
24,112,148,31,23,31:23,330,0,54285,136.90081218877347,5
25,77,92,31,23,31:23,330,0,54285,142.48860044137646,5
26,33,36,31,23,31:23,330,0,54285,148.07638869397948,5
27,20,20,31,23,31:23,330,0,54285,153.66417694658247,5
28,8,8,31,23,31:23,330,0,54285,159.25196519918546,5
29,4,4,31,23,31:23,330,0,54285,164.83975345178845,5
0,54,233,31,24,31:24,330,0,54285,2.7938941263014994,5
1,87,442,31,24,31:24,330,0,54285,8.381682378904499,5
2,159,1110,31,24,31:24,330,0,54285,13.969470631507498,5
3,203,1401,31,24,31:24,330,0,54285,19.557258884110496,5
4,174,1712,31,24,31:24,330,0,54285,25.145047136713494,5
5,239,1864,31,24,31:24,330,0,54285,30.73283538931649,5
6,259,2492,31,24,31:24,330,0,54285,36.3206236419195,5
7,284,2902,31,24,31:24,330,0,54285,41.90841189452249,5
8,355,3134,31,24,31:24,330,0,54285,47.49620014712549,5
9,405,3768,31,24,31:24,330,0,54285,53.08398839972848,5
10,465,4162,31,24,31:24,330,0,54285,58.67177665233149,5
11,576,4991,31,24,31:24,330,0,54285,64.25956490493448,5
12,794,5174,31,24,31:24,330,0,54285,69.84735315753748,5
13,800,4955,31,24,31:24,330,0,54285,75.43514141014049,5
14,528,3638,31,24,31:24,330,0,54285,81.02292966274348,5
15,384,2971,31,24,31:24,330,0,54285,86.61071791534647,5
16,347,2406,31,24,31:24,330,0,54285,92.19850616794949,5
17,326,1885,31,24,31:24,330,0,54285,97.78629442055248,5
18,267,1521,31,24,31:24,330,0,54285,103.37408267315547,5
19,195,1106,31,24,31:24,330,0,54285,108.96187092575848,5
20,200,933,31,24,31:24,330,0,54285,114.54965917836148,5
21,108,555,31,24,31:24,330,0,54285,120.13744743096447,5
22,93,395,31,24,31:24,330,0,54285,125.72523568356746,5
23,71,227,31,24,31:24,330,0,54285,131.31302393617045,5
24,63,148,31,24,31:24,330,0,54285,136.90081218877347,5
25,59,92,31,24,31:24,330,0,54285,142.48860044137646,5
26,29,36,31,24,31:24,330,0,54285,148.07638869397948,5
27,20,20,31,24,31:24,330,0,54285,153.66417694658247,5
28,8,8,31,24,31:24,330,0,54285,159.25196519918546,5
29,4,4,31,24,31:24,330,0,54285,164.83975345178845,5
0,3,233,31,25,31:25,330,0,54285,2.7938941263014994,5
1,28,442,31,25,31:25,330,0,54285,8.381682378904499,5
2,91,1110,31,25,31:25,330,0,54285,13.969470631507498,5
3,84,1401,31,25,31:25,330,0,54285,19.557258884110496,5
4,131,1712,31,25,31:25,330,0,54285,25.145047136713494,5
5,140,1864,31,25,31:25,330,0,54285,30.73283538931649,5
6,208,2492,31,25,31:25,330,0,54285,36.3206236419195,5
7,239,2902,31,25,31:25,330,0,54285,41.90841189452249,5
8,294,3134,31,25,31:25,330,0,54285,47.49620014712549,5
9,293,3768,31,25,31:25,330,0,54285,53.08398839972848,5
10,390,4162,31,25,31:25,330,0,54285,58.67177665233149,5
11,394,4991,31,25,31:25,330,0,54285,64.25956490493448,5
12,364,5174,31,25,31:25,330,0,54285,69.84735315753748,5
13,371,4955,31,25,31:25,330,0,54285,75.43514141014049,5
14,284,3638,31,25,31:25,330,0,54285,81.02292966274348,5
15,315,2971,31,25,31:25,330,0,54285,86.61071791534647,5
16,268,2406,31,25,31:25,330,0,54285,92.19850616794949,5
17,205,1885,31,25,31:25,330,0,54285,97.78629442055248,5
18,204,1521,31,25,31:25,330,0,54285,103.37408267315547,5
19,140,1106,31,25,31:25,330,0,54285,108.96187092575848,5
20,115,933,31,25,31:25,330,0,54285,114.54965917836148,5
21,92,555,31,25,31:25,330,0,54285,120.13744743096447,5
22,66,395,31,25,31:25,330,0,54285,125.72523568356746,5
23,37,227,31,25,31:25,330,0,54285,131.31302393617045,5
24,25,148,31,25,31:25,330,0,54285,136.90081218877347,5
25,16,92,31,25,31:25,330,0,54285,142.48860044137646,5
26,2,36,31,25,31:25,330,0,54285,148.07638869397948,5
27,3,20,31,25,31:25,330,0,54285,153.66417694658247,5
28,2,8,31,25,31:25,330,0,54285,159.25196519918546,5
29,0,4,31,25,31:25,330,0,54285,164.83975345178845,5
0,85,233,32,1,32:1,330,0,54285,2.7938941263014994,5
1,158,442,32,1,32:1,330,0,54285,8.381682378904499,5
2,401,1110,32,1,32:1,330,0,54285,13.969470631507498,5
3,558,1401,32,1,32:1,330,0,54285,19.557258884110496,5
4,802,1712,32,1,32:1,330,0,54285,25.145047136713494,5
5,988,1864,32,1,32:1,330,0,54285,30.73283538931649,5
6,1445,2492,32,1,32:1,330,0,54285,36.3206236419195,5
7,1694,2902,32,1,32:1,330,0,54285,41.90841189452249,5
8,2004,3134,32,1,32:1,330,0,54285,47.49620014712549,5
9,2583,3768,32,1,32:1,330,0,54285,53.08398839972848,5
10,3001,4162,32,1,32:1,330,0,54285,58.67177665233149,5
11,3840,4991,32,1,32:1,330,0,54285,64.25956490493448,5
12,4163,5174,32,1,32:1,330,0,54285,69.84735315753748,5
13,4051,4955,32,1,32:1,330,0,54285,75.43514141014049,5
14,3008,3638,32,1,32:1,330,0,54285,81.02292966274348,5
15,2472,2971,32,1,32:1,330,0,54285,86.61071791534647,5
16,2006,2406,32,1,32:1,330,0,54285,92.19850616794949,5
17,1544,1885,32,1,32:1,330,0,54285,97.78629442055248,5
18,1289,1521,32,1,32:1,330,0,54285,103.37408267315547,5
19,931,1106,32,1,32:1,330,0,54285,108.96187092575848,5
20,809,933,32,1,32:1,330,0,54285,114.54965917836148,5
21,461,555,32,1,32:1,330,0,54285,120.13744743096447,5
22,332,395,32,1,32:1,330,0,54285,125.72523568356746,5
23,185,227,32,1,32:1,330,0,54285,131.31302393617045,5
24,124,148,32,1,32:1,330,0,54285,136.90081218877347,5
25,82,92,32,1,32:1,330,0,54285,142.48860044137646,5
26,31,36,32,1,32:1,330,0,54285,148.07638869397948,5
27,18,20,32,1,32:1,330,0,54285,153.66417694658247,5
28,8,8,32,1,32:1,330,0,54285,159.25196519918546,5
29,4,4,32,1,32:1,330,0,54285,164.83975345178845,5
0,48,233,32,2,32:2,330,0,54285,2.7938941263014994,5
1,92,442,32,2,32:2,330,0,54285,8.381682378904499,5
2,341,1110,32,2,32:2,330,0,54285,13.969470631507498,5
3,518,1401,32,2,32:2,330,0,54285,19.557258884110496,5
4,799,1712,32,2,32:2,330,0,54285,25.145047136713494,5
5,899,1864,32,2,32:2,330,0,54285,30.73283538931649,5
6,1468,2492,32,2,32:2,330,0,54285,36.3206236419195,5
7,1699,2902,32,2,32:2,330,0,54285,41.90841189452249,5
8,1947,3134,32,2,32:2,330,0,54285,47.49620014712549,5
9,2507,3768,32,2,32:2,330,0,54285,53.08398839972848,5
10,2905,4162,32,2,32:2,330,0,54285,58.67177665233149,5
11,3925,4991,32,2,32:2,330,0,54285,64.25956490493448,5
12,4320,5174,32,2,32:2,330,0,54285,69.84735315753748,5
13,4303,4955,32,2,32:2,330,0,54285,75.43514141014049,5
14,3147,3638,32,2,32:2,330,0,54285,81.02292966274348,5
15,2513,2971,32,2,32:2,330,0,54285,86.61071791534647,5
16,2057,2406,32,2,32:2,330,0,54285,92.19850616794949,5
17,1554,1885,32,2,32:2,330,0,54285,97.78629442055248,5
18,1290,1521,32,2,32:2,330,0,54285,103.37408267315547,5
19,942,1106,32,2,32:2,330,0,54285,108.96187092575848,5
20,795,933,32,2,32:2,330,0,54285,114.54965917836148,5
21,473,555,32,2,32:2,330,0,54285,120.13744743096447,5
22,330,395,32,2,32:2,330,0,54285,125.72523568356746,5
23,173,227,32,2,32:2,330,0,54285,131.31302393617045,5
24,122,148,32,2,32:2,330,0,54285,136.90081218877347,5
25,84,92,32,2,32:2,330,0,54285,142.48860044137646,5
26,31,36,32,2,32:2,330,0,54285,148.07638869397948,5
27,18,20,32,2,32:2,330,0,54285,153.66417694658247,5
28,8,8,32,2,32:2,330,0,54285,159.25196519918546,5
29,4,4,32,2,32:2,330,0,54285,164.83975345178845,5
0,110,233,32,3,32:3,330,0,54285,2.7938941263014994,5
1,221,442,32,3,32:3,330,0,54285,8.381682378904499,5
2,601,1110,32,3,32:3,330,0,54285,13.969470631507498,5
3,798,1401,32,3,32:3,330,0,54285,19.557258884110496,5
4,984,1712,32,3,32:3,330,0,54285,25.145047136713494,5
5,1144,1864,32,3,32:3,330,0,54285,30.73283538931649,5
6,1638,2492,32,3,32:3,330,0,54285,36.3206236419195,5
7,1913,2902,32,3,32:3,330,0,54285,41.90841189452249,5
8,2170,3134,32,3,32:3,330,0,54285,47.49620014712549,5
9,2743,3768,32,3,32:3,330,0,54285,53.08398839972848,5
10,3079,4162,32,3,32:3,330,0,54285,58.67177665233149,5
11,3869,4991,32,3,32:3,330,0,54285,64.25956490493448,5
12,4184,5174,32,3,32:3,330,0,54285,69.84735315753748,5
13,4201,4955,32,3,32:3,330,0,54285,75.43514141014049,5
14,3116,3638,32,3,32:3,330,0,54285,81.02292966274348,5
15,2581,2971,32,3,32:3,330,0,54285,86.61071791534647,5
16,2115,2406,32,3,32:3,330,0,54285,92.19850616794949,5
17,1665,1885,32,3,32:3,330,0,54285,97.78629442055248,5
18,1342,1521,32,3,32:3,330,0,54285,103.37408267315547,5
19,974,1106,32,3,32:3,330,0,54285,108.96187092575848,5
20,816,933,32,3,32:3,330,0,54285,114.54965917836148,5
21,487,555,32,3,32:3,330,0,54285,120.13744743096447,5
22,351,395,32,3,32:3,330,0,54285,125.72523568356746,5
23,209,227,32,3,32:3,330,0,54285,131.31302393617045,5
24,143,148,32,3,32:3,330,0,54285,136.90081218877347,5
25,89,92,32,3,32:3,330,0,54285,142.48860044137646,5
26,36,36,32,3,32:3,330,0,54285,148.07638869397948,5
27,20,20,32,3,32:3,330,0,54285,153.66417694658247,5
28,8,8,32,3,32:3,330,0,54285,159.25196519918546,5
29,4,4,32,3,32:3,330,0,54285,164.83975345178845,5
0,109,233,32,4,32:4,330,0,54285,2.7938941263014994,5
1,225,442,32,4,32:4,330,0,54285,8.381682378904499,5
2,601,1110,32,4,32:4,330,0,54285,13.969470631507498,5
3,805,1401,32,4,32:4,330,0,54285,19.557258884110496,5
4,1007,1712,32,4,32:4,330,0,54285,25.145047136713494,5
5,1089,1864,32,4,32:4,330,0,54285,30.73283538931649,5
6,1533,2492,32,4,32:4,330,0,54285,36.3206236419195,5
7,1730,2902,32,4,32:4,330,0,54285,41.90841189452249,5
8,1967,3134,32,4,32:4,330,0,54285,47.49620014712549,5
9,2519,3768,32,4,32:4,330,0,54285,53.08398839972848,5
10,2869,4162,32,4,32:4,330,0,54285,58.67177665233149,5
11,3605,4991,32,4,32:4,330,0,54285,64.25956490493448,5
12,3876,5174,32,4,32:4,330,0,54285,69.84735315753748,5
13,3877,4955,32,4,32:4,330,0,54285,75.43514141014049,5
14,2868,3638,32,4,32:4,330,0,54285,81.02292966274348,5
15,2342,2971,32,4,32:4,330,0,54285,86.61071791534647,5
16,1925,2406,32,4,32:4,330,0,54285,92.19850616794949,5
17,1500,1885,32,4,32:4,330,0,54285,97.78629442055248,5
18,1210,1521,32,4,32:4,330,0,54285,103.37408267315547,5
19,906,1106,32,4,32:4,330,0,54285,108.96187092575848,5
20,786,933,32,4,32:4,330,0,54285,114.54965917836148,5
21,458,555,32,4,32:4,330,0,54285,120.13744743096447,5
22,340,395,32,4,32:4,330,0,54285,125.72523568356746,5
23,206,227,32,4,32:4,330,0,54285,131.31302393617045,5
24,130,148,32,4,32:4,330,0,54285,136.90081218877347,5
25,84,92,32,4,32:4,330,0,54285,142.48860044137646,5
26,31,36,32,4,32:4,330,0,54285,148.07638869397948,5
27,20,20,32,4,32:4,330,0,54285,153.66417694658247,5
28,7,8,32,4,32:4,330,0,54285,159.25196519918546,5
29,4,4,32,4,32:4,330,0,54285,164.83975345178845,5
0,73,233,32,5,32:5,330,0,54285,2.7938941263014994,5
1,188,442,32,5,32:5,330,0,54285,8.381682378904499,5
2,562,1110,32,5,32:5,330,0,54285,13.969470631507498,5
3,755,1401,32,5,32:5,330,0,54285,19.557258884110496,5
4,1033,1712,32,5,32:5,330,0,54285,25.145047136713494,5
5,1254,1864,32,5,32:5,330,0,54285,30.73283538931649,5
6,1746,2492,32,5,32:5,330,0,54285,36.3206236419195,5
7,2141,2902,32,5,32:5,330,0,54285,41.90841189452249,5
8,2447,3134,32,5,32:5,330,0,54285,47.49620014712549,5
9,3069,3768,32,5,32:5,330,0,54285,53.08398839972848,5
10,3518,4162,32,5,32:5,330,0,54285,58.67177665233149,5
11,4336,4991,32,5,32:5,330,0,54285,64.25956490493448,5
12,4634,5174,32,5,32:5,330,0,54285,69.84735315753748,5
13,4435,4955,32,5,32:5,330,0,54285,75.43514141014049,5
14,3213,3638,32,5,32:5,330,0,54285,81.02292966274348,5
15,2632,2971,32,5,32:5,330,0,54285,86.61071791534647,5
16,2159,2406,32,5,32:5,330,0,54285,92.19850616794949,5
17,1674,1885,32,5,32:5,330,0,54285,97.78629442055248,5
18,1326,1521,32,5,32:5,330,0,54285,103.37408267315547,5
19,964,1106,32,5,32:5,330,0,54285,108.96187092575848,5
20,803,933,32,5,32:5,330,0,54285,114.54965917836148,5
21,475,555,32,5,32:5,330,0,54285,120.13744743096447,5
22,335,395,32,5,32:5,330,0,54285,125.72523568356746,5
23,188,227,32,5,32:5,330,0,54285,131.31302393617045,5
24,127,148,32,5,32:5,330,0,54285,136.90081218877347,5
25,74,92,32,5,32:5,330,0,54285,142.48860044137646,5
26,30,36,32,5,32:5,330,0,54285,148.07638869397948,5
27,17,20,32,5,32:5,330,0,54285,153.66417694658247,5
28,7,8,32,5,32:5,330,0,54285,159.25196519918546,5
29,4,4,32,5,32:5,330,0,54285,164.83975345178845,5
0,98,233,32,6,32:6,330,0,54285,2.7938941263014994,5
1,164,442,32,6,32:6,330,0,54285,8.381682378904499,5
2,470,1110,32,6,32:6,330,0,54285,13.969470631507498,5
3,665,1401,32,6,32:6,330,0,54285,19.557258884110496,5
4,815,1712,32,6,32:6,330,0,54285,25.145047136713494,5
5,936,1864,32,6,32:6,330,0,54285,30.73283538931649,5
6,1264,2492,32,6,32:6,330,0,54285,36.3206236419195,5
7,1564,2902,32,6,32:6,330,0,54285,41.90841189452249,5
8,1812,3134,32,6,32:6,330,0,54285,47.49620014712549,5
9,2310,3768,32,6,32:6,330,0,54285,53.08398839972848,5
10,2677,4162,32,6,32:6,330,0,54285,58.67177665233149,5
11,3571,4991,32,6,32:6,330,0,54285,64.25956490493448,5
12,3891,5174,32,6,32:6,330,0,54285,69.84735315753748,5
13,3918,4955,32,6,32:6,330,0,54285,75.43514141014049,5
14,2868,3638,32,6,32:6,330,0,54285,81.02292966274348,5
15,2358,2971,32,6,32:6,330,0,54285,86.61071791534647,5
16,1941,2406,32,6,32:6,330,0,54285,92.19850616794949,5
17,1516,1885,32,6,32:6,330,0,54285,97.78629442055248,5
18,1286,1521,32,6,32:6,330,0,54285,103.37408267315547,5
19,942,1106,32,6,32:6,330,0,54285,108.96187092575848,5
20,823,933,32,6,32:6,330,0,54285,114.54965917836148,5
21,473,555,32,6,32:6,330,0,54285,120.13744743096447,5
22,349,395,32,6,32:6,330,0,54285,125.72523568356746,5
23,204,227,32,6,32:6,330,0,54285,131.31302393617045,5
24,132,148,32,6,32:6,330,0,54285,136.90081218877347,5
25,74,92,32,6,32:6,330,0,54285,142.48860044137646,5
26,35,36,32,6,32:6,330,0,54285,148.07638869397948,5
27,17,20,32,6,32:6,330,0,54285,153.66417694658247,5
28,7,8,32,6,32:6,330,0,54285,159.25196519918546,5
29,3,4,32,6,32:6,330,0,54285,164.83975345178845,5
0,88,233,32,7,32:7,330,0,54285,2.7938941263014994,5
1,182,442,32,7,32:7,330,0,54285,8.381682378904499,5
2,620,1110,32,7,32:7,330,0,54285,13.969470631507498,5
3,837,1401,32,7,32:7,330,0,54285,19.557258884110496,5
4,1125,1712,32,7,32:7,330,0,54285,25.145047136713494,5
5,1265,1864,32,7,32:7,330,0,54285,30.73283538931649,5
6,1785,2492,32,7,32:7,330,0,54285,36.3206236419195,5
7,2144,2902,32,7,32:7,330,0,54285,41.90841189452249,5
8,2407,3134,32,7,32:7,330,0,54285,47.49620014712549,5
9,3042,3768,32,7,32:7,330,0,54285,53.08398839972848,5
10,3430,4162,32,7,32:7,330,0,54285,58.67177665233149,5
11,4224,4991,32,7,32:7,330,0,54285,64.25956490493448,5
12,4522,5174,32,7,32:7,330,0,54285,69.84735315753748,5
13,4368,4955,32,7,32:7,330,0,54285,75.43514141014049,5
14,3214,3638,32,7,32:7,330,0,54285,81.02292966274348,5
15,2669,2971,32,7,32:7,330,0,54285,86.61071791534647,5
16,2177,2406,32,7,32:7,330,0,54285,92.19850616794949,5
17,1697,1885,32,7,32:7,330,0,54285,97.78629442055248,5
18,1385,1521,32,7,32:7,330,0,54285,103.37408267315547,5
19,988,1106,32,7,32:7,330,0,54285,108.96187092575848,5
20,852,933,32,7,32:7,330,0,54285,114.54965917836148,5
21,503,555,32,7,32:7,330,0,54285,120.13744743096447,5
22,365,395,32,7,32:7,330,0,54285,125.72523568356746,5
23,214,227,32,7,32:7,330,0,54285,131.31302393617045,5
24,143,148,32,7,32:7,330,0,54285,136.90081218877347,5
25,87,92,32,7,32:7,330,0,54285,142.48860044137646,5
26,35,36,32,7,32:7,330,0,54285,148.07638869397948,5
27,20,20,32,7,32:7,330,0,54285,153.66417694658247,5
28,8,8,32,7,32:7,330,0,54285,159.25196519918546,5
29,4,4,32,7,32:7,330,0,54285,164.83975345178845,5
0,84,233,32,8,32:8,330,0,54285,2.7938941263014994,5
1,139,442,32,8,32:8,330,0,54285,8.381682378904499,5
2,379,1110,32,8,32:8,330,0,54285,13.969470631507498,5
3,514,1401,32,8,32:8,330,0,54285,19.557258884110496,5
4,658,1712,32,8,32:8,330,0,54285,25.145047136713494,5
5,828,1864,32,8,32:8,330,0,54285,30.73283538931649,5
6,1258,2492,32,8,32:8,330,0,54285,36.3206236419195,5
7,1492,2902,32,8,32:8,330,0,54285,41.90841189452249,5
8,1831,3134,32,8,32:8,330,0,54285,47.49620014712549,5
9,2419,3768,32,8,32:8,330,0,54285,53.08398839972848,5
10,2828,4162,32,8,32:8,330,0,54285,58.67177665233149,5
11,3757,4991,32,8,32:8,330,0,54285,64.25956490493448,5
12,4051,5174,32,8,32:8,330,0,54285,69.84735315753748,5
13,3993,4955,32,8,32:8,330,0,54285,75.43514141014049,5
14,2906,3638,32,8,32:8,330,0,54285,81.02292966274348,5
15,2389,2971,32,8,32:8,330,0,54285,86.61071791534647,5
16,1958,2406,32,8,32:8,330,0,54285,92.19850616794949,5
17,1487,1885,32,8,32:8,330,0,54285,97.78629442055248,5
18,1242,1521,32,8,32:8,330,0,54285,103.37408267315547,5
19,909,1106,32,8,32:8,330,0,54285,108.96187092575848,5
20,766,933,32,8,32:8,330,0,54285,114.54965917836148,5
21,448,555,32,8,32:8,330,0,54285,120.13744743096447,5
22,336,395,32,8,32:8,330,0,54285,125.72523568356746,5
23,176,227,32,8,32:8,330,0,54285,131.31302393617045,5
24,132,148,32,8,32:8,330,0,54285,136.90081218877347,5
25,79,92,32,8,32:8,330,0,54285,142.48860044137646,5
26,33,36,32,8,32:8,330,0,54285,148.07638869397948,5
27,19,20,32,8,32:8,330,0,54285,153.66417694658247,5
28,8,8,32,8,32:8,330,0,54285,159.25196519918546,5
29,4,4,32,8,32:8,330,0,54285,164.83975345178845,5
0,58,233,32,9,32:9,330,0,54285,2.7938941263014994,5
1,115,442,32,9,32:9,330,0,54285,8.381682378904499,5
2,326,1110,32,9,32:9,330,0,54285,13.969470631507498,5
3,496,1401,32,9,32:9,330,0,54285,19.557258884110496,5
4,730,1712,32,9,32:9,330,0,54285,25.145047136713494,5
5,903,1864,32,9,32:9,330,0,54285,30.73283538931649,5
6,1400,2492,32,9,32:9,330,0,54285,36.3206236419195,5
7,1671,2902,32,9,32:9,330,0,54285,41.90841189452249,5
8,1948,3134,32,9,32:9,330,0,54285,47.49620014712549,5
9,2546,3768,32,9,32:9,330,0,54285,53.08398839972848,5
10,3002,4162,32,9,32:9,330,0,54285,58.67177665233149,5
11,3913,4991,32,9,32:9,330,0,54285,64.25956490493448,5
12,4313,5174,32,9,32:9,330,0,54285,69.84735315753748,5
13,4266,4955,32,9,32:9,330,0,54285,75.43514141014049,5
14,3138,3638,32,9,32:9,330,0,54285,81.02292966274348,5
15,2548,2971,32,9,32:9,330,0,54285,86.61071791534647,5
16,2110,2406,32,9,32:9,330,0,54285,92.19850616794949,5
17,1630,1885,32,9,32:9,330,0,54285,97.78629442055248,5
18,1382,1521,32,9,32:9,330,0,54285,103.37408267315547,5
19,1009,1106,32,9,32:9,330,0,54285,108.96187092575848,5
20,849,933,32,9,32:9,330,0,54285,114.54965917836148,5
21,504,555,32,9,32:9,330,0,54285,120.13744743096447,5
22,369,395,32,9,32:9,330,0,54285,125.72523568356746,5
23,201,227,32,9,32:9,330,0,54285,131.31302393617045,5
24,137,148,32,9,32:9,330,0,54285,136.90081218877347,5
25,88,92,32,9,32:9,330,0,54285,142.48860044137646,5
26,33,36,32,9,32:9,330,0,54285,148.07638869397948,5
27,18,20,32,9,32:9,330,0,54285,153.66417694658247,5
28,8,8,32,9,32:9,330,0,54285,159.25196519918546,5
29,4,4,32,9,32:9,330,0,54285,164.83975345178845,5
0,44,233,32,10,32:10,330,0,54285,2.7938941263014994,5
1,66,442,32,10,32:10,330,0,54285,8.381682378904499,5
2,279,1110,32,10,32:10,330,0,54285,13.969470631507498,5
3,383,1401,32,10,32:10,330,0,54285,19.557258884110496,5
4,670,1712,32,10,32:10,330,0,54285,25.145047136713494,5
5,748,1864,32,10,32:10,330,0,54285,30.73283538931649,5
6,1179,2492,32,10,32:10,330,0,54285,36.3206236419195,5
7,1469,2902,32,10,32:10,330,0,54285,41.90841189452249,5
8,1758,3134,32,10,32:10,330,0,54285,47.49620014712549,5
9,2284,3768,32,10,32:10,330,0,54285,53.08398839972848,5
10,2640,4162,32,10,32:10,330,0,54285,58.67177665233149,5
11,3581,4991,32,10,32:10,330,0,54285,64.25956490493448,5
12,4037,5174,32,10,32:10,330,0,54285,69.84735315753748,5
13,3979,4955,32,10,32:10,330,0,54285,75.43514141014049,5
14,2989,3638,32,10,32:10,330,0,54285,81.02292966274348,5
15,2502,2971,32,10,32:10,330,0,54285,86.61071791534647,5
