bin,different,total,language_id,speaker_id,group_id,n_observed_chips,n_missing_chips,n_valid_pairs,distance,language_K
5,1165,1864,62,11,62:11,330,0,54285,30.73283538931649,8
6,1755,2492,62,11,62:11,330,0,54285,36.3206236419195,8
7,2064,2902,62,11,62:11,330,0,54285,41.90841189452249,8
8,2397,3134,62,11,62:11,330,0,54285,47.49620014712549,8
9,3022,3768,62,11,62:11,330,0,54285,53.08398839972848,8
10,3490,4162,62,11,62:11,330,0,54285,58.67177665233149,8
11,4412,4991,62,11,62:11,330,0,54285,64.25956490493448,8
12,4785,5174,62,11,62:11,330,0,54285,69.84735315753748,8
13,4665,4955,62,11,62:11,330,0,54285,75.43514141014049,8
14,3440,3638,62,11,62:11,330,0,54285,81.02292966274348,8
15,2803,2971,62,11,62:11,330,0,54285,86.61071791534647,8
16,2300,2406,62,11,62:11,330,0,54285,92.19850616794949,8
17,1812,1885,62,11,62:11,330,0,54285,97.78629442055248,8
18,1461,1521,62,11,62:11,330,0,54285,103.37408267315547,8
19,1078,1106,62,11,62:11,330,0,54285,108.96187092575848,8
20,909,933,62,11,62:11,330,0,54285,114.54965917836148,8
21,539,555,62,11,62:11,330,0,54285,120.13744743096447,8
22,386,395,62,11,62:11,330,0,54285,125.72523568356746,8
23,224,227,62,11,62:11,330,0,54285,131.31302393617045,8
24,146,148,62,11,62:11,330,0,54285,136.90081218877347,8
25,90,92,62,11,62:11,330,0,54285,142.48860044137646,8
26,36,36,62,11,62:11,330,0,54285,148.07638869397948,8
27,20,20,62,11,62:11,330,0,54285,153.66417694658247,8
28,8,8,62,11,62:11,330,0,54285,159.25196519918546,8
29,4,4,62,11,62:11,330,0,54285,164.83975345178845,8
0,150,233,62,12,62:12,330,0,54285,2.7938941263014994,8
1,286,442,62,12,62:12,330,0,54285,8.381682378904499,8
2,741,1110,62,12,62:12,330,0,54285,13.969470631507498,8
3,989,1401,62,12,62:12,330,0,54285,19.557258884110496,8
4,1253,1712,62,12,62:12,330,0,54285,25.145047136713494,8
5,1410,1864,62,12,62:12,330,0,54285,30.73283538931649,8
6,2013,2492,62,12,62:12,330,0,54285,36.3206236419195,8
7,2467,2902,62,12,62:12,330,0,54285,41.90841189452249,8
8,2727,3134,62,12,62:12,330,0,54285,47.49620014712549,8
9,3374,3768,62,12,62:12,330,0,54285,53.08398839972848,8
10,3833,4162,62,12,62:12,330,0,54285,58.67177665233149,8
11,4710,4991,62,12,62:12,330,0,54285,64.25956490493448,8
12,4913,5174,62,12,62:12,330,0,54285,69.84735315753748,8
13,4708,4955,62,12,62:12,330,0,54285,75.43514141014049,8
14,3463,3638,62,12,62:12,330,0,54285,81.02292966274348,8
15,2817,2971,62,12,62:12,330,0,54285,86.61071791534647,8
16,2304,2406,62,12,62:12,330,0,54285,92.19850616794949,8
17,1807,1885,62,12,62:12,330,0,54285,97.78629442055248,8
18,1466,1521,62,12,62:12,330,0,54285,103.37408267315547,8
19,1068,1106,62,12,62:12,330,0,54285,108.96187092575848,8
20,895,933,62,12,62:12,330,0,54285,114.54965917836148,8
21,527,555,62,12,62:12,330,0,54285,120.13744743096447,8
22,372,395,62,12,62:12,330,0,54285,125.72523568356746,8
23,218,227,62,12,62:12,330,0,54285,131.31302393617045,8
24,141,148,62,12,62:12,330,0,54285,136.90081218877347,8
25,91,92,62,12,62:12,330,0,54285,142.48860044137646,8
26,36,36,62,12,62:12,330,0,54285,148.07638869397948,8
27,19,20,62,12,62:12,330,0,54285,153.66417694658247,8
28,8,8,62,12,62:12,330,0,54285,159.25196519918546,8
29,4,4,62,12,62:12,330,0,54285,164.83975345178845,8
0,127,233,62,13,62:13,330,0,54285,2.7938941263014994,8
1,252,442,62,13,62:13,330,0,54285,8.381682378904499,8
2,610,1110,62,13,62:13,330,0,54285,13.969470631507498,8
3,868,1401,62,13,62:13,330,0,54285,19.557258884110496,8
4,1182,1712,62,13,62:13,330,0,54285,25.145047136713494,8
5,1363,1864,62,13,62:13,330,0,54285,30.73283538931649,8
6,1968,2492,62,13,62:13,330,0,54285,36.3206236419195,8
7,2357,2902,62,13,62:13,330,0,54285,41.90841189452249,8
8,2690,3134,62,13,62:13,330,0,54285,47.49620014712549,8
9,3343,3768,62,13,62:13,330,0,54285,53.08398839972848,8
10,3729,4162,62,13,62:13,330,0,54285,58.67177665233149,8
11,4581,4991,62,13,62:13,330,0,54285,64.25956490493448,8
12,4888,5174,62,13,62:13,330,0,54285,69.84735315753748,8
13,4737,4955,62,13,62:13,330,0,54285,75.43514141014049,8
14,3505,3638,62,13,62:13,330,0,54285,81.02292966274348,8
15,2887,2971,62,13,62:13,330,0,54285,86.61071791534647,8
16,2348,2406,62,13,62:13,330,0,54285,92.19850616794949,8
17,1842,1885,62,13,62:13,330,0,54285,97.78629442055248,8
18,1503,1521,62,13,62:13,330,0,54285,103.37408267315547,8
19,1100,1106,62,13,62:13,330,0,54285,108.96187092575848,8
20,932,933,62,13,62:13,330,0,54285,114.54965917836148,8
21,554,555,62,13,62:13,330,0,54285,120.13744743096447,8
22,395,395,62,13,62:13,330,0,54285,125.72523568356746,8
23,227,227,62,13,62:13,330,0,54285,131.31302393617045,8
24,148,148,62,13,62:13,330,0,54285,136.90081218877347,8
25,92,92,62,13,62:13,330,0,54285,142.48860044137646,8
26,36,36,62,13,62:13,330,0,54285,148.07638869397948,8
27,20,20,62,13,62:13,330,0,54285,153.66417694658247,8
28,8,8,62,13,62:13,330,0,54285,159.25196519918546,8
29,4,4,62,13,62:13,330,0,54285,164.83975345178845,8
0,136,233,62,14,62:14,330,0,54285,2.7938941263014994,8
1,247,442,62,14,62:14,330,0,54285,8.381682378904499,8
2,696,1110,62,14,62:14,330,0,54285,13.969470631507498,8
3,933,1401,62,14,62:14,330,0,54285,19.557258884110496,8
4,1181,1712,62,14,62:14,330,0,54285,25.145047136713494,8
5,1306,1864,62,14,62:14,330,0,54285,30.73283538931649,8
6,1844,2492,62,14,62:14,330,0,54285,36.3206236419195,8
7,2249,2902,62,14,62:14,330,0,54285,41.90841189452249,8
8,2578,3134,62,14,62:14,330,0,54285,47.49620014712549,8
9,3114,3768,62,14,62:14,330,0,54285,53.08398839972848,8
10,3454,4162,62,14,62:14,330,0,54285,58.67177665233149,8
11,4192,4991,62,14,62:14,330,0,54285,64.25956490493448,8
12,4403,5174,62,14,62:14,330,0,54285,69.84735315753748,8
13,4291,4955,62,14,62:14,330,0,54285,75.43514141014049,8
14,3218,3638,62,14,62:14,330,0,54285,81.02292966274348,8
15,2665,2971,62,14,62:14,330,0,54285,86.61071791534647,8
16,2161,2406,62,14,62:14,330,0,54285,92.19850616794949,8
17,1726,1885,62,14,62:14,330,0,54285,97.78629442055248,8
18,1402,1521,62,14,62:14,330,0,54285,103.37408267315547,8
19,1026,1106,62,14,62:14,330,0,54285,108.96187092575848,8
20,869,933,62,14,62:14,330,0,54285,114.54965917836148,8
21,520,555,62,14,62:14,330,0,54285,120.13744743096447,8
22,376,395,62,14,62:14,330,0,54285,125.72523568356746,8
23,214,227,62,14,62:14,330,0,54285,131.31302393617045,8
24,145,148,62,14,62:14,330,0,54285,136.90081218877347,8
25,88,92,62,14,62:14,330,0,54285,142.48860044137646,8
26,36,36,62,14,62:14,330,0,54285,148.07638869397948,8
27,20,20,62,14,62:14,330,0,54285,153.66417694658247,8
28,8,8,62,14,62:14,330,0,54285,159.25196519918546,8
29,4,4,62,14,62:14,330,0,54285,164.83975345178845,8
0,61,233,62,15,62:15,330,0,54285,2.7938941263014994,8
1,141,442,62,15,62:15,330,0,54285,8.381682378904499,8
2,500,1110,62,15,62:15,330,0,54285,13.969470631507498,8
3,678,1401,62,15,62:15,330,0,54285,19.557258884110496,8
4,1045,1712,62,15,62:15,330,0,54285,25.145047136713494,8
5,1197,1864,62,15,62:15,330,0,54285,30.73283538931649,8
6,1758,2492,62,15,62:15,330,0,54285,36.3206236419195,8
7,2043,2902,62,15,62:15,330,0,54285,41.90841189452249,8
8,2351,3134,62,15,62:15,330,0,54285,47.49620014712549,8
9,2995,3768,62,15,62:15,330,0,54285,53.08398839972848,8
10,3409,4162,62,15,62:15,330,0,54285,58.67177665233149,8
11,4361,4991,62,15,62:15,330,0,54285,64.25956490493448,8
12,4672,5174,62,15,62:15,330,0,54285,69.84735315753748,8
13,4582,4955,62,15,62:15,330,0,54285,75.43514141014049,8
14,3393,3638,62,15,62:15,330,0,54285,81.02292966274348,8
15,2806,2971,62,15,62:15,330,0,54285,86.61071791534647,8
16,2287,2406,62,15,62:15,330,0,54285,92.19850616794949,8
17,1793,1885,62,15,62:15,330,0,54285,97.78629442055248,8
18,1451,1521,62,15,62:15,330,0,54285,103.37408267315547,8
19,1058,1106,62,15,62:15,330,0,54285,108.96187092575848,8
20,899,933,62,15,62:15,330,0,54285,114.54965917836148,8
21,528,555,62,15,62:15,330,0,54285,120.13744743096447,8
22,380,395,62,15,62:15,330,0,54285,125.72523568356746,8
23,226,227,62,15,62:15,330,0,54285,131.31302393617045,8
24,148,148,62,15,62:15,330,0,54285,136.90081218877347,8
25,92,92,62,15,62:15,330,0,54285,142.48860044137646,8
26,36,36,62,15,62:15,330,0,54285,148.07638869397948,8
27,20,20,62,15,62:15,330,0,54285,153.66417694658247,8
28,8,8,62,15,62:15,330,0,54285,159.25196519918546,8
29,4,4,62,15,62:15,330,0,54285,164.83975345178845,8
0,141,233,62,16,62:16,330,0,54285,2.7938941263014994,8
1,270,442,62,16,62:16,330,0,54285,8.381682378904499,8
2,734,1110,62,16,62:16,330,0,54285,13.969470631507498,8
3,914,1401,62,16,62:16,330,0,54285,19.557258884110496,8
4,1222,1712,62,16,62:16,330,0,54285,25.145047136713494,8
5,1419,1864,62,16,62:16,330,0,54285,30.73283538931649,8
6,2022,2492,62,16,62:16,330,0,54285,36.3206236419195,8
7,2389,2902,62,16,62:16,330,0,54285,41.90841189452249,8
8,2653,3134,62,16,62:16,330,0,54285,47.49620014712549,8
9,3256,3768,62,16,62:16,330,0,54285,53.08398839972848,8
10,3622,4162,62,16,62:16,330,0,54285,58.67177665233149,8
11,4547,4991,62,16,62:16,330,0,54285,64.25956490493448,8
12,4744,5174,62,16,62:16,330,0,54285,69.84735315753748,8
13,4627,4955,62,16,62:16,330,0,54285,75.43514141014049,8
14,3424,3638,62,16,62:16,330,0,54285,81.02292966274348,8
15,2762,2971,62,16,62:16,330,0,54285,86.61071791534647,8
16,2255,2406,62,16,62:16,330,0,54285,92.19850616794949,8
17,1746,1885,62,16,62:16,330,0,54285,97.78629442055248,8
18,1423,1521,62,16,62:16,330,0,54285,103.37408267315547,8
19,1026,1106,62,16,62:16,330,0,54285,108.96187092575848,8
20,871,933,62,16,62:16,330,0,54285,114.54965917836148,8
21,513,555,62,16,62:16,330,0,54285,120.13744743096447,8
22,373,395,62,16,62:16,330,0,54285,125.72523568356746,8
23,209,227,62,16,62:16,330,0,54285,131.31302393617045,8
24,127,148,62,16,62:16,330,0,54285,136.90081218877347,8
25,89,92,62,16,62:16,330,0,54285,142.48860044137646,8
26,35,36,62,16,62:16,330,0,54285,148.07638869397948,8
27,20,20,62,16,62:16,330,0,54285,153.66417694658247,8
28,8,8,62,16,62:16,330,0,54285,159.25196519918546,8
29,4,4,62,16,62:16,330,0,54285,164.83975345178845,8
0,20,233,62,17,62:17,330,0,54285,2.7938941263014994,8
1,55,442,62,17,62:17,330,0,54285,8.381682378904499,8
2,219,1110,62,17,62:17,330,0,54285,13.969470631507498,8
3,335,1401,62,17,62:17,330,0,54285,19.557258884110496,8
4,615,1712,62,17,62:17,330,0,54285,25.145047136713494,8
5,721,1864,62,17,62:17,330,0,54285,30.73283538931649,8
6,1206,2492,62,17,62:17,330,0,54285,36.3206236419195,8
7,1474,2902,62,17,62:17,330,0,54285,41.90841189452249,8
8,1743,3134,62,17,62:17,330,0,54285,47.49620014712549,8
9,2276,3768,62,17,62:17,330,0,54285,53.08398839972848,8
10,2665,4162,62,17,62:17,330,0,54285,58.67177665233149,8
11,3710,4991,62,17,62:17,330,0,54285,64.25956490493448,8
12,4157,5174,62,17,62:17,330,0,54285,69.84735315753748,8
13,4110,4955,62,17,62:17,330,0,54285,75.43514141014049,8
14,3034,3638,62,17,62:17,330,0,54285,81.02292966274348,8
15,2430,2971,62,17,62:17,330,0,54285,86.61071791534647,8
16,1961,2406,62,17,62:17,330,0,54285,92.19850616794949,8
17,1503,1885,62,17,62:17,330,0,54285,97.78629442055248,8
18,1222,1521,62,17,62:17,330,0,54285,103.37408267315547,8
19,892,1106,62,17,62:17,330,0,54285,108.96187092575848,8
20,745,933,62,17,62:17,330,0,54285,114.54965917836148,8
21,413,555,62,17,62:17,330,0,54285,120.13744743096447,8
22,286,395,62,17,62:17,330,0,54285,125.72523568356746,8
23,161,227,62,17,62:17,330,0,54285,131.31302393617045,8
24,91,148,62,17,62:17,330,0,54285,136.90081218877347,8
25,55,92,62,17,62:17,330,0,54285,142.48860044137646,8
26,23,36,62,17,62:17,330,0,54285,148.07638869397948,8
27,17,20,62,17,62:17,330,0,54285,153.66417694658247,8
28,8,8,62,17,62:17,330,0,54285,159.25196519918546,8
29,4,4,62,17,62:17,330,0,54285,164.83975345178845,8
0,95,233,62,18,62:18,330,0,54285,2.7938941263014994,8
1,205,442,62,18,62:18,330,0,54285,8.381682378904499,8
2,549,1110,62,18,62:18,330,0,54285,13.969470631507498,8
3,771,1401,62,18,62:18,330,0,54285,19.557258884110496,8
4,1028,1712,62,18,62:18,330,0,54285,25.145047136713494,8
5,1209,1864,62,18,62:18,330,0,54285,30.73283538931649,8
6,1768,2492,62,18,62:18,330,0,54285,36.3206236419195,8
7,2063,2902,62,18,62:18,330,0,54285,41.90841189452249,8
8,2402,3134,62,18,62:18,330,0,54285,47.49620014712549,8
9,2999,3768,62,18,62:18,330,0,54285,53.08398839972848,8
10,3474,4162,62,18,62:18,330,0,54285,58.67177665233149,8
11,4282,4991,62,18,62:18,330,0,54285,64.25956490493448,8
12,4507,5174,62,18,62:18,330,0,54285,69.84735315753748,8
13,4473,4955,62,18,62:18,330,0,54285,75.43514141014049,8
14,3336,3638,62,18,62:18,330,0,54285,81.02292966274348,8
15,2742,2971,62,18,62:18,330,0,54285,86.61071791534647,8
16,2204,2406,62,18,62:18,330,0,54285,92.19850616794949,8
17,1747,1885,62,18,62:18,330,0,54285,97.78629442055248,8
18,1388,1521,62,18,62:18,330,0,54285,103.37408267315547,8
19,1023,1106,62,18,62:18,330,0,54285,108.96187092575848,8
20,859,933,62,18,62:18,330,0,54285,114.54965917836148,8
21,500,555,62,18,62:18,330,0,54285,120.13744743096447,8
22,356,395,62,18,62:18,330,0,54285,125.72523568356746,8
23,201,227,62,18,62:18,330,0,54285,131.31302393617045,8
24,129,148,62,18,62:18,330,0,54285,136.90081218877347,8
25,74,92,62,18,62:18,330,0,54285,142.48860044137646,8
26,27,36,62,18,62:18,330,0,54285,148.07638869397948,8
27,17,20,62,18,62:18,330,0,54285,153.66417694658247,8
28,8,8,62,18,62:18,330,0,54285,159.25196519918546,8
29,4,4,62,18,62:18,330,0,54285,164.83975345178845,8
0,59,233,62,19,62:19,330,0,54285,2.7938941263014994,8
1,124,442,62,19,62:19,330,0,54285,8.381682378904499,8
2,457,1110,62,19,62:19,330,0,54285,13.969470631507498,8
3,625,1401,62,19,62:19,330,0,54285,19.557258884110496,8
4,1009,1712,62,19,62:19,330,0,54285,25.145047136713494,8
5,1129,1864,62,19,62:19,330,0,54285,30.73283538931649,8
6,1680,2492,62,19,62:19,330,0,54285,36.3206236419195,8
7,2036,2902,62,19,62:19,330,0,54285,41.90841189452249,8
8,2345,3134,62,19,62:19,330,0,54285,47.49620014712549,8
9,3038,3768,62,19,62:19,330,0,54285,53.08398839972848,8
10,3528,4162,62,19,62:19,330,0,54285,58.67177665233149,8
11,4412,4991,62,19,62:19,330,0,54285,64.25956490493448,8
12,4779,5174,62,19,62:19,330,0,54285,69.84735315753748,8
13,4660,4955,62,19,62:19,330,0,54285,75.43514141014049,8
14,3454,3638,62,19,62:19,330,0,54285,81.02292966274348,8
15,2843,2971,62,19,62:19,330,0,54285,86.61071791534647,8
16,2299,2406,62,19,62:19,330,0,54285,92.19850616794949,8
17,1784,1885,62,19,62:19,330,0,54285,97.78629442055248,8
18,1470,1521,62,19,62:19,330,0,54285,103.37408267315547,8
19,1072,1106,62,19,62:19,330,0,54285,108.96187092575848,8
20,900,933,62,19,62:19,330,0,54285,114.54965917836148,8
21,544,555,62,19,62:19,330,0,54285,120.13744743096447,8
22,389,395,62,19,62:19,330,0,54285,125.72523568356746,8
23,221,227,62,19,62:19,330,0,54285,131.31302393617045,8
24,147,148,62,19,62:19,330,0,54285,136.90081218877347,8
25,92,92,62,19,62:19,330,0,54285,142.48860044137646,8
26,36,36,62,19,62:19,330,0,54285,148.07638869397948,8
27,20,20,62,19,62:19,330,0,54285,153.66417694658247,8
28,8,8,62,19,62:19,330,0,54285,159.25196519918546,8
29,4,4,62,19,62:19,330,0,54285,164.83975345178845,8
0,100,233,62,20,62:20,330,0,54285,2.7938941263014994,8
1,200,442,62,20,62:20,330,0,54285,8.381682378904499,8
2,606,1110,62,20,62:20,330,0,54285,13.969470631507498,8
3,838,1401,62,20,62:20,330,0,54285,19.557258884110496,8
4,1096,1712,62,20,62:20,330,0,54285,25.145047136713494,8
5,1206,1864,62,20,62:20,330,0,54285,30.73283538931649,8
6,1769,2492,62,20,62:20,330,0,54285,36.3206236419195,8
7,2089,2902,62,20,62:20,330,0,54285,41.90841189452249,8
8,2409,3134,62,20,62:20,330,0,54285,47.49620014712549,8
9,2960,3768,62,20,62:20,330,0,54285,53.08398839972848,8
10,3396,4162,62,20,62:20,330,0,54285,58.67177665233149,8
11,4186,4991,62,20,62:20,330,0,54285,64.25956490493448,8
12,4527,5174,62,20,62:20,330,0,54285,69.84735315753748,8
13,4375,4955,62,20,62:20,330,0,54285,75.43514141014049,8
14,3229,3638,62,20,62:20,330,0,54285,81.02292966274348,8
15,2626,2971,62,20,62:20,330,0,54285,86.61071791534647,8
16,2168,2406,62,20,62:20,330,0,54285,92.19850616794949,8
17,1610,1885,62,20,62:20,330,0,54285,97.78629442055248,8
18,1352,1521,62,20,62:20,330,0,54285,103.37408267315547,8
19,987,1106,62,20,62:20,330,0,54285,108.96187092575848,8
20,841,933,62,20,62:20,330,0,54285,114.54965917836148,8
21,476,555,62,20,62:20,330,0,54285,120.13744743096447,8
22,357,395,62,20,62:20,330,0,54285,125.72523568356746,8
23,214,227,62,20,62:20,330,0,54285,131.31302393617045,8
24,142,148,62,20,62:20,330,0,54285,136.90081218877347,8
25,83,92,62,20,62:20,330,0,54285,142.48860044137646,8
26,32,36,62,20,62:20,330,0,54285,148.07638869397948,8
27,20,20,62,20,62:20,330,0,54285,153.66417694658247,8
28,7,8,62,20,62:20,330,0,54285,159.25196519918546,8
29,4,4,62,20,62:20,330,0,54285,164.83975345178845,8
0,125,233,62,21,62:21,330,0,54285,2.7938941263014994,8
1,244,442,62,21,62:21,330,0,54285,8.381682378904499,8
2,675,1110,62,21,62:21,330,0,54285,13.969470631507498,8
3,905,1401,62,21,62:21,330,0,54285,19.557258884110496,8
4,1195,1712,62,21,62:21,330,0,54285,25.145047136713494,8
5,1355,1864,62,21,62:21,330,0,54285,30.73283538931649,8
6,1865,2492,62,21,62:21,330,0,54285,36.3206236419195,8
7,2239,2902,62,21,62:21,330,0,54285,41.90841189452249,8
8,2447,3134,62,21,62:21,330,0,54285,47.49620014712549,8
9,3163,3768,62,21,62:21,330,0,54285,53.08398839972848,8
10,3565,4162,62,21,62:21,330,0,54285,58.67177665233149,8
11,4395,4991,62,21,62:21,330,0,54285,64.25956490493448,8
12,4679,5174,62,21,62:21,330,0,54285,69.84735315753748,8
13,4527,4955,62,21,62:21,330,0,54285,75.43514141014049,8
14,3330,3638,62,21,62:21,330,0,54285,81.02292966274348,8
15,2715,2971,62,21,62:21,330,0,54285,86.61071791534647,8
16,2216,2406,62,21,62:21,330,0,54285,92.19850616794949,8
17,1727,1885,62,21,62:21,330,0,54285,97.78629442055248,8
18,1413,1521,62,21,62:21,330,0,54285,103.37408267315547,8
19,1028,1106,62,21,62:21,330,0,54285,108.96187092575848,8
20,863,933,62,21,62:21,330,0,54285,114.54965917836148,8
21,505,555,62,21,62:21,330,0,54285,120.13744743096447,8
22,349,395,62,21,62:21,330,0,54285,125.72523568356746,8
23,200,227,62,21,62:21,330,0,54285,131.31302393617045,8
24,131,148,62,21,62:21,330,0,54285,136.90081218877347,8
25,84,92,62,21,62:21,330,0,54285,142.48860044137646,8
26,33,36,62,21,62:21,330,0,54285,148.07638869397948,8
27,20,20,62,21,62:21,330,0,54285,153.66417694658247,8
28,8,8,62,21,62:21,330,0,54285,159.25196519918546,8
29,4,4,62,21,62:21,330,0,54285,164.83975345178845,8
0,76,233,62,22,62:22,330,0,54285,2.7938941263014994,8
1,161,442,62,22,62:22,330,0,54285,8.381682378904499,8
2,562,1110,62,22,62:22,330,0,54285,13.969470631507498,8
3,745,1401,62,22,62:22,330,0,54285,19.557258884110496,8
4,1051,1712,62,22,62:22,330,0,54285,25.145047136713494,8
5,1180,1864,62,22,62:22,330,0,54285,30.73283538931649,8
6,1635,2492,62,22,62:22,330,0,54285,36.3206236419195,8
7,2018,2902,62,22,62:22,330,0,54285,41.90841189452249,8
8,2248,3134,62,22,62:22,330,0,54285,47.49620014712549,8
9,2858,3768,62,22,62:22,330,0,54285,53.08398839972848,8
10,3249,4162,62,22,62:22,330,0,54285,58.67177665233149,8
11,4131,4991,62,22,62:22,330,0,54285,64.25956490493448,8
12,4564,5174,62,22,62:22,330,0,54285,69.84735315753748,8
13,4482,4955,62,22,62:22,330,0,54285,75.43514141014049,8
14,3306,3638,62,22,62:22,330,0,54285,81.02292966274348,8
15,2686,2971,62,22,62:22,330,0,54285,86.61071791534647,8
16,2162,2406,62,22,62:22,330,0,54285,92.19850616794949,8
17,1714,1885,62,22,62:22,330,0,54285,97.78629442055248,8
18,1393,1521,62,22,62:22,330,0,54285,103.37408267315547,8
19,1011,1106,62,22,62:22,330,0,54285,108.96187092575848,8
20,846,933,62,22,62:22,330,0,54285,114.54965917836148,8
21,497,555,62,22,62:22,330,0,54285,120.13744743096447,8
22,362,395,62,22,62:22,330,0,54285,125.72523568356746,8
23,214,227,62,22,62:22,330,0,54285,131.31302393617045,8
24,135,148,62,22,62:22,330,0,54285,136.90081218877347,8
25,78,92,62,22,62:22,330,0,54285,142.48860044137646,8
26,30,36,62,22,62:22,330,0,54285,148.07638869397948,8
27,18,20,62,22,62:22,330,0,54285,153.66417694658247,8
28,8,8,62,22,62:22,330,0,54285,159.25196519918546,8
29,4,4,62,22,62:22,330,0,54285,164.83975345178845,8
0,98,233,62,23,62:23,330,0,54285,2.7938941263014994,8
1,227,442,62,23,62:23,330,0,54285,8.381682378904499,8
2,633,1110,62,23,62:23,330,0,54285,13.969470631507498,8
3,909,1401,62,23,62:23,330,0,54285,19.557258884110496,8
4,1078,1712,62,23,62:23,330,0,54285,25.145047136713494,8
5,1202,1864,62,23,62:23,330,0,54285,30.73283538931649,8
6,1697,2492,62,23,62:23,330,0,54285,36.3206236419195,8
7,1963,2902,62,23,62:23,330,0,54285,41.90841189452249,8
8,2177,3134,62,23,62:23,330,0,54285,47.49620014712549,8
9,2642,3768,62,23,62:23,330,0,54285,53.08398839972848,8
10,3058,4162,62,23,62:23,330,0,54285,58.67177665233149,8
11,3815,4991,62,23,62:23,330,0,54285,64.25956490493448,8
12,4018,5174,62,23,62:23,330,0,54285,69.84735315753748,8
13,3712,4955,62,23,62:23,330,0,54285,75.43514141014049,8
14,2619,3638,62,23,62:23,330,0,54285,81.02292966274348,8
15,2089,2971,62,23,62:23,330,0,54285,86.61071791534647,8
16,1754,2406,62,23,62:23,330,0,54285,92.19850616794949,8
17,1331,1885,62,23,62:23,330,0,54285,97.78629442055248,8
18,1134,1521,62,23,62:23,330,0,54285,103.37408267315547,8
19,784,1106,62,23,62:23,330,0,54285,108.96187092575848,8
20,705,933,62,23,62:23,330,0,54285,114.54965917836148,8
21,405,555,62,23,62:23,330,0,54285,120.13744743096447,8
22,281,395,62,23,62:23,330,0,54285,125.72523568356746,8
23,163,227,62,23,62:23,330,0,54285,131.31302393617045,8
24,114,148,62,23,62:23,330,0,54285,136.90081218877347,8
25,66,92,62,23,62:23,330,0,54285,142.48860044137646,8
26,26,36,62,23,62:23,330,0,54285,148.07638869397948,8
27,18,20,62,23,62:23,330,0,54285,153.66417694658247,8
28,8,8,62,23,62:23,330,0,54285,159.25196519918546,8
29,4,4,62,23,62:23,330,0,54285,164.83975345178845,8
0,72,233,62,24,62:24,330,0,54285,2.7938941263014994,8
1,157,442,62,24,62:24,330,0,54285,8.381682378904499,8
2,511,1110,62,24,62:24,330,0,54285,13.969470631507498,8
3,710,1401,62,24,62:24,330,0,54285,19.557258884110496,8
4,1077,1712,62,24,62:24,330,0,54285,25.145047136713494,8
5,1169,1864,62,24,62:24,330,0,54285,30.73283538931649,8
6,1734,2492,62,24,62:24,330,0,54285,36.3206236419195,8
7,2171,2902,62,24,62:24,330,0,54285,41.90841189452249,8
8,2397,3134,62,24,62:24,330,0,54285,47.49620014712549,8
9,3014,3768,62,24,62:24,330,0,54285,53.08398839972848,8
10,3430,4162,62,24,62:24,330,0,54285,58.67177665233149,8
11,4331,4991,62,24,62:24,330,0,54285,64.25956490493448,8
12,4681,5174,62,24,62:24,330,0,54285,69.84735315753748,8
13,4479,4955,62,24,62:24,330,0,54285,75.43514141014049,8
14,3308,3638,62,24,62:24,330,0,54285,81.02292966274348,8
15,2669,2971,62,24,62:24,330,0,54285,86.61071791534647,8
16,2118,2406,62,24,62:24,330,0,54285,92.19850616794949,8
17,1677,1885,62,24,62:24,330,0,54285,97.78629442055248,8
18,1325,1521,62,24,62:24,330,0,54285,103.37408267315547,8
19,991,1106,62,24,62:24,330,0,54285,108.96187092575848,8
20,838,933,62,24,62:24,330,0,54285,114.54965917836148,8
21,482,555,62,24,62:24,330,0,54285,120.13744743096447,8
22,345,395,62,24,62:24,330,0,54285,125.72523568356746,8
23,204,227,62,24,62:24,330,0,54285,131.31302393617045,8
24,128,148,62,24,62:24,330,0,54285,136.90081218877347,8
25,74,92,62,24,62:24,330,0,54285,142.48860044137646,8
26,28,36,62,24,62:24,330,0,54285,148.07638869397948,8
27,16,20,62,24,62:24,330,0,54285,153.66417694658247,8
28,7,8,62,24,62:24,330,0,54285,159.25196519918546,8
29,3,4,62,24,62:24,330,0,54285,164.83975345178845,8
0,154,233,63,1,63:1,330,0,54285,2.7938941263014994,8
1,310,442,63,1,63:1,330,0,54285,8.381682378904499,8
2,763,1110,63,1,63:1,330,0,54285,13.969470631507498,8
3,1016,1401,63,1,63:1,330,0,54285,19.557258884110496,8
4,1272,1712,63,1,63:1,330,0,54285,25.145047136713494,8
5,1343,1864,63,1,63:1,330,0,54285,30.73283538931649,8
6,1809,2492,63,1,63:1,330,0,54285,36.3206236419195,8
7,2077,2902,63,1,63:1,330,0,54285,41.90841189452249,8
8,2263,3134,63,1,63:1,330,0,54285,47.49620014712549,8
9,2761,3768,63,1,63:1,330,0,54285,53.08398839972848,8
10,2935,4162,63,1,63:1,330,0,54285,58.67177665233149,8
11,3596,4991,63,1,63:1,330,0,54285,64.25956490493448,8
12,3859,5174,63,1,63:1,330,0,54285,69.84735315753748,8
13,3747,4955,63,1,63:1,330,0,54285,75.43514141014049,8
14,2688,3638,63,1,63:1,330,0,54285,81.02292966274348,8
15,2193,2971,63,1,63:1,330,0,54285,86.61071791534647,8
16,1773,2406,63,1,63:1,330,0,54285,92.19850616794949,8
17,1390,1885,63,1,63:1,330,0,54285,97.78629442055248,8
