language_id,speaker_id,group_id,speaker_K_raw,speaker_K_rarefied,n_observed_chips,n_missing_chips,n_valid_pairs,H_label_MillerMadow,effective_colour_categories,rarefaction_target,rarefaction_eligible
4,10,4:10,9,8.948484848484844,330,0,54285,1.9259683741530245,6.861790229922834,313,True
4,11,4:11,11,10.948370081409685,330,0,54285,2.047155713445157,7.745838360889731,313,True
4,12,4:12,11,10.845449640008834,330,0,54285,1.8339563432425219,6.258598906714543,313,True
4,13,4:13,10,9.999999804386253,330,0,54285,2.0831297161237226,8.029559873027564,313,True
4,14,4:14,9,8.999999999999998,325,5,52650,2.0867289377546765,8.058512110113707,313,True
4,15,4:15,9,8.951367781155005,329,1,53956,2.016718494275933,7.513628420278827,313,True
4,16,4:16,8,7.997494703877682,330,0,54285,1.8428754064688841,6.314669422611332,313,True
4,17,4:17,12,11.90273176524935,329,1,53956,2.098949196870352,8.15759338257774,313,True
4,18,4:18,8,7.99776837148028,329,1,53956,1.5888279066119344,4.898004643707633,313,True
4,19,4:19,8,7.999999999999998,329,1,53956,1.8688328581022902,6.48072805423979,313,True
4,20,4:20,9,8.999921919825312,328,2,53628,1.8846041181127786,6.583747539635418,313,True
4,21,4:21,7,7.0,329,1,53956,1.9379256026727725,6.944330718060653,313,True
4,22,4:22,10,9.999999804393845,330,0,54285,2.104946083259227,8.206660521279215,313,True
4,23,4:23,10,9.999999999754795,330,0,54285,2.12033374143116,8.333918397462616,313,True
