term,estimate,std_error,z,p_value
intercept,-1.942201068782574,0.13015038672890994,-14.922745276416133,2.344265602253726e-50
log_K_language,0.6473406987110757,0.060329773630145245,10.730036924713673,7.356677351759885e-27
