term,estimate,std_error,z,p_value
intercept,-1.9629467312364457,0.4491675840061385,-4.370187878940123,1.2413968008792196e-05
log_K_language,0.6686202161638247,0.4267961426013554,1.5666032314362845,0.1172074620638736
log_K_language_squared,-0.00529465376912433,0.10035554291066243,-0.052758956960032466,0.9579239635298847
