language_id,speaker_id,group_id,speaker_K_raw,speaker_K_rarefied,H_physical_bin_observed_MillerMadow,H_physical_bin_full,H_label_MillerMadow,I_physical_label_MillerMadow,information_efficiency,effective_colour_categories,n_chips,n_observed_chips,n_missing_chips,n_rarefaction_eligible
1,19,1:19,7,7.0,2.9648905455799617,2.9361026667920824,1.8574132949203894,0.7654522201868372,0.26070349270965804,6.407141931124318,330,330,0,True
1,20,1:20,5,5.0,2.9648905455799617,2.9361026667920824,1.5876866671198104,0.7866695620470692,0.2679298550913978,4.892418035810754,330,330,0,True
1,21,1:21,7,7.0,2.9648905455799617,2.9361026667920824,1.7765619655549907,0.8708353328582148,0.2965956683693453,5.909504373532935,330,330,0,True
1,22,1:22,7,7.0,2.9648905455799617,2.9361026667920824,1.8931079071103423,1.1165613802897911,0.380286899677701,6.639973065704706,330,330,0,True
1,23,1:23,6,6.0,2.9648905455799617,2.9361026667920824,1.6127654561316742,0.8501471224907494,0.2895495215838622,5.016665430584729,330,330,0,True
1,24,1:24,7,6.999999999992409,2.9648905455799617,2.9361026667920824,1.8305839063050122,0.7510455820575672,0.25579677119333916,6.23752772716738,330,330,0,True
1,25,1:25,6,5.999999999999788,2.9648905455799617,2.9361026667920824,1.620411156537957,0.8486400000682054,0.2890362144575175,5.055168354854651,330,330,0,True
2,1,2:1,7,7.0,2.9632984634719413,2.9361026667920824,1.8697545207612876,1.0816323232928409,0.36839049789584066,6.486703852702632,330,318,12,True
2,2,2:2,10,9.948479747678185,2.9648905455799617,2.9361026667920824,1.9831806681677178,1.3121431533876842,0.44689961568043574,7.265816422242143,330,330,0,True
2,3,2:3,9,8.94848484848485,2.9648905455799617,2.9361026667920824,2.036366790003328,1.2512109893364596,0.426146879497066,7.6627182980874045,330,330,0,True
2,4,2:4,8,7.948479943284341,2.9648905455799617,2.9361026667920824,1.8240418563984577,1.1321066033052984,0.38558140902552696,6.196854697040874,330,330,0,True
2,5,2:5,14,13.918773006111374,2.96465765036685,2.9361026667920824,2.38937579745216,1.245667877341871,0.4242589645895655,10.906683837980475,330,326,4,True
2,6,2:6,6,6.0,2.9648009463961706,2.9361026667920824,1.647316214743569,0.8762485068417591,0.2984393280086244,5.193024146890183,330,329,1,True
2,7,2:7,9,8.955416221084034,2.9624830872927657,2.9361026667920824,1.7090492747042683,0.7374407938567321,0.25116314977583626,5.523707452051359,330,327,3,True
2,8,2:8,14,13.938080495356001,2.962848722759831,2.9361026667920824,2.432005040352548,1.2778225330059287,0.43521043983180874,11.381679944613305,330,323,7,True
2,9,2:9,7,6.952232283199694,2.9668293576923745,2.9361026667920824,1.2231873355593865,0.5248149832772775,0.17874544688543814,3.3980010612283436,330,328,2,True
2,10,2:10,6,6.0,2.9648905455799617,2.9361026667920824,1.709495797950574,0.9949357670076546,0.33886273060563593,5.526174466583171,330,330,0,True
2,11,2:11,5,5.0,2.9648905455799617,2.9361026667920824,1.5230584051806195,0.7658143020167807,0.26082681327131235,4.586230318119468,330,330,0,True
2,12,2:12,7,7.0,2.9635868964379335,2.9361026667920824,1.8779123956017487,1.1472969308529846,0.3907550453971334,6.5398380070737545,330,321,9,True
2,13,2:13,8,7.951367781154902,2.965876076088758,2.9361026667920824,1.8169177826108107,1.2479285647208938,0.4250289265546533,6.152864726874176,330,329,1,True
2,14,2:14,11,10.896969696969698,2.9648905455799617,2.9361026667920824,2.1107611023998234,1.2559572245927524,0.42776338811237213,8.25452143047659,330,330,0,True
2,15,2:15,16,15.962086709196308,2.963754904720812,2.9361026667920824,2.473226377854179,1.3423725922173635,0.45719538604690846,11.86065213154368,330,319,11,True
2,16,2:16,13,,2.947453408225444,2.9361026667920824,2.1733926281292324,1.3573166363133964,0.4622851413422709,8.788048102188808,330,308,22,False
2,17,2:17,10,9.999961163019801,2.9594445286397715,2.9361026667920824,2.0812495459368683,0.8842535877873299,0.3011657588777183,8.014477117457593,330,325,5,True
2,18,2:18,8,8.0,2.9648905455799617,2.9361026667920824,2.013512299060242,1.1244198155713911,0.3829633848600758,7.4895768384221455,330,330,0,True
2,19,2:19,7,,2.9172988449174166,2.9361026667920824,1.9361431006590109,1.1438259378265911,0.3895728684025579,6.931963460177078,330,293,37,False
2,20,2:20,11,10.999588557993714,2.965244050168928,2.9361026667920824,2.2014414804668196,1.082850654308015,0.3688054462656486,9.038032260997317,330,320,10,True
2,21,2:21,10,9.943402797933478,2.964218281433135,2.9361026667920824,1.8501117003708358,1.028969078866968,0.35045405274986374,6.36052995647808,330,322,8,True
2,22,2:22,7,6.997775965454237,2.964408068307418,2.9361026667920824,1.559000831978939,0.8425195563521967,0.28695166755620094,4.754068757793836,330,329,1,True
2,23,2:23,7,,2.942954687400023,2.9361026667920824,1.849921114076739,1.1418382098119026,0.3888958729973324,6.359317842155042,330,277,53,False
